Trail#,Year,State,Site,Core,Block,Long,Lat,Seq,Horizon,Depth_Start,Depth_End,Clay,Silt,Sand,CEC,TC,TOC,TIC,OM1,OM2,OM3,N,pH_salt,pH_water,EC1:1,BD_Measured,BD_Saxton,WC,Sample_Date,Sample_Tip,Field_Notes,Field_Notes2
28,2015,ND,Durbin,4,4,-97.127442424572,46.81713520912,5,Bss2,89,112,64.6,31.4,4,33.4,2.78,0.85,1.93,.,1.462,1.78,0.083,8,8.1,2.1,1.48,1.16,0.264,4/14/2015,SR,,
29,2015,NE,Brandes,1,1,-97.987258370458,41.274834603007,1,A,0,14,2.8,4.7,92.5,4.4,0.74,0.74,0,.,1.2728,1.24,0.064,7,7.5,.,1.43,1.46,0.069,3/24/2015,DR,,
29,2015,NE,Brandes,1,1,-97.987258370458,41.274834603007,2,AC1,14,33,2,3.7,94.3,2.1,0.2,0.2,0,.,0.344,0.35,0.025,7,7.5,.,1.66,1.5,0.045,3/24/2015,DR,,
29,2015,NE,Brandes,1,1,-97.987258370458,41.274834603007,3,AC2,33,65,4.7,11.7,83.6,4.8,0.32,0.32,0,.,0.5504,0.57,0.033,6.8,7.2,.,1.69,1.53,.,3/24/2015,DR,,
29,2015,NE,Brandes,1,1,-97.987258370458,41.274834603007,4,C,65,96,1.7,6.8,91.5,1.8,0.09,0.09,0,.,0.1548,0.18,0.024,6.9,7.4,.,.,1.52,0.076,3/24/2015,DR,,
29,2015,NE,Brandes,2,2,-97.986766979357,41.274701963964,1,A,0,15,3.6,8.4,88,5.1,0.72,0.72,0,.,1.2384,1.24,0.07,6.2,6.5,.,1.61,1.47,0.086,3/24/2015,DR,,
29,2015,NE,Brandes,2,2,-97.986766979357,41.274701963964,2,AC,15,40,3.6,11,85.4,4.8,0.33,0.33,0,.,0.5676,0.62,0.042,6.8,7.2,.,1.54,1.52,0.254,3/24/2015,DR,C Horizons expanded out,
29,2015,NE,Brandes,2,2,-97.986766979357,41.274701963964,3,C1,40,81,0.5,5.5,94,1.3,0.07,0.07,0,.,0.1204,0.16,0.024,6.9,7.4,.,1.86,1.5,0.054,3/24/2015,DR,,
29,2015,NE,Brandes,2,2,-97.986766979357,41.274701963964,4,C2,81,107,1.3,8.2,90.5,1.4,0.11,0.11,0,.,0.1892,0.21,0.026,6.8,7.3,.,1.62,1.52,0.113,3/24/2015,DR,layered Organic matter 3 cm long,
29,2015,NE,Brandes,3,3,-97.986436426151,41.274757317266,1,A,0,23,2.8,8.4,88.8,4.5,0.66,0.66,0,.,1.1352,0.94,0.054,7,7.5,.,1.5,1.48,0.074,3/24/2015,DR,,
29,2015,NE,Brandes,3,3,-97.986436426151,41.274757317266,2,AC,23,55,0.5,3.9,95.6,1.7,0.27,0.27,0,.,0.4644,0.35,0.028,7,7.5,.,.,1.48,0.047,3/24/2015,DR,,
29,2015,NE,Brandes,3,3,-97.986436426151,41.274757317266,3,C1,55,72,0.1,4.4,95.5,1.2,0.06,0.06,0,.,0.1032,0.13,0.019,7.1,7.6,.,1.63,1.49,0.06,3/24/2015,DR,,
29,2015,NE,Brandes,3,3,-97.986436426151,41.274757317266,4,C2,72,120,0.1,6.8,93.1,1.6,0.08,0.08,0,.,0.1376,0.16,0.021,7,7.5,.,1.36,1.5,0.123,3/24/2015,DR,,
29,2015,NE,Brandes,4,4,-97.985822840026,41.274800137744,1,A,0,29,2.4,6.9,90.7,4.5,0.55,0.55,0,.,0.946,0.87,0.057,7,7.5,.,1.63,1.48,0.073,3/24/2015,NR,,
29,2015,NE,Brandes,4,4,-97.985822840026,41.274800137744,2,C1,29,52,2.8,5.8,91.4,3.8,0.34,0.34,0,.,0.5848,0.53,0.035,6.8,7.2,.,1.76,1.5,0.084,3/24/2015,NR,,
29,2015,NE,Brandes,4,4,-97.985822840026,41.274800137744,3,C2,52,78,2,5.2,92.8,2.2,0.16,0.16,0,.,0.2752,0.27,0.025,6.8,7.3,.,1.8,1.51,0.103,3/24/2015,NR,,
29,2015,NE,Brandes,4,4,-97.985822840026,41.274800137744,4,C3,78,109,2.8,8.8,88.4,3.4,0.13,0.13,0,.,0.2236,0.27,0.027,6.6,7.1,.,1.8,1.53,0.175,3/24/2015,NR,,
29,2015,NE,Brandes,4,4,-97.985822840026,41.274800137744,5,Ct,109,118,19.8,17.6,62.6,12.5,0.18,0.18,0,.,0.3096,0.57,0.035,6.3,6.7,.,.,1.57,0.205,3/24/2015,NR,High clay content,
30,2015,NE,SCAL,1,1,-98.131472478017,40.575912796774,1,Ap,0,22,27.5,62.5,10,21.9,1.88,1.88,0,.,3.2336,3.04,0.161,4.6,5.1,.,1.21,1.19,0.25,3/23/2015,SR,,
30,2015,NE,SCAL,1,1,-98.131472478017,40.575912796774,2,Bt1,22,46,47.9,46.7,5.4,30.6,0.92,0.92,0,.,1.5824,2.02,0.108,5.5,5.9,.,1.4,1.2,0.3,3/23/2015,SR,,
30,2015,NE,SCAL,1,1,-98.131472478017,40.575912796774,3,Bt2,46,59,41.2,53,5.8,30.1,0.49,0.49,0,.,0.8428,1.33,0.06,6.8,7.1,.,1.55,1.26,0.243,3/23/2015,SR,Mottling ,
30,2015,NE,SCAL,1,1,-98.131472478017,40.575912796774,4,B,59,110,25,66.5,8.5,26.3,0.57,0.3,0.27,.,0.516,0.98,0.037,7.6,8,.,1.42,1.37,0.234,3/23/2015,SR,Calcium deposits,
30,2015,NE,SCAL,2,2,-98.131009122234,40.575800764742,1,Ap,0,18,25.5,62.7,11.8,20.4,1.7,1.7,0,.,2.924,3.09,0.171,4.9,5.4,.,1.4,1.21,0.247,3/23/2015,SR,,
30,2015,NE,SCAL,2,2,-98.131009122234,40.575800764742,2,A,18,40,34.2,58.9,6.9,21.1,1.31,1.31,0,.,2.2532,2.65,0.139,5.9,6.3,.,1.3,1.2,0.265,3/23/2015,SR,,
30,2015,NE,SCAL,2,2,-98.131009122234,40.575800764742,3,Bt1,40,67,45.8,48.8,5.4,30.6,0.63,0.63,0,.,1.0836,1.7,0.08,6.3,6.7,.,1.48,1.22,0.291,3/23/2015,SR,,
30,2015,NE,SCAL,2,2,-98.131009122234,40.575800764742,4,Bt2,67,89,33.9,58.9,7.2,26.7,0.3,0.3,0,.,0.516,1.12,0.05,6.6,7,.,1.54,1.31,0.226,3/23/2015,SR,Mottling ,
30,2015,NE,SCAL,2,2,-98.131009122234,40.575800764742,5,B,89,116,30.4,61.1,8.5,24.9,0.23,0.23,0,.,0.3956,0.92,0.041,6.8,7.1,.,1.34,1.35,0.21,3/23/2015,SR,Iron deposits at bottom end of horizon,
30,2015,NE,SCAL,3,3,-98.130562081795,40.575869289189,1,Ap,0,20,21.7,67.7,10.6,19,1.54,1.54,0,.,2.6488,2.88,0.155,4.7,5.2,.,1.48,1.23,0.234,3/23/2015,SR,,
30,2015,NE,SCAL,3,3,-98.130562081795,40.575869289189,2,A,20,29,39.4,54.6,6,27.8,1.08,1.08,0,.,1.8576,2.25,0.117,5.6,6,.,.,1.21,0.26,3/23/2015,SR,,
30,2015,NE,SCAL,3,3,-98.130562081795,40.575869289189,3,Bt1,29,54,48.9,45.9,5.2,32.6,0.74,0.74,0,.,1.2728,1.87,0.078,6.6,7,.,1.13,1.21,0.286,3/23/2015,SR,,
30,2015,NE,SCAL,3,3,-98.130562081795,40.575869289189,4,Bt2,54,70,41,52.9,6.1,29.7,0.48,0.36,0.12,.,0.6192,1.15,0.052,7.6,7.9,.,.,1.27,0.245,3/23/2015,SR,Calcium deposits,
30,2015,NE,SCAL,3,3,-98.130562081795,40.575869289189,5,B,70,115,25.1,65.7,9.2,25.9,0.28,0.16,0.12,.,0.2752,0.87,0.039,7.7,8.1,.,1.38,1.39,0.232,3/23/2015,SR,"Some sand, Iron and Calcium",
30,2015,NE,SCAL,4,4,-98.130167250458,40.57577792326,1,Ap,0,19,20.6,69.4,10,20.2,1.86,1.86,0,.,3.1992,3.26,0.181,5.1,5.6,.,1.24,1.19,0.25,3/23/2015,SR,,
30,2015,NE,SCAL,4,4,-98.130167250458,40.57577792326,2,A,19,33,27.5,63.8,8.7,21.6,1.35,1.35,0,.,2.322,2.58,0.146,4.7,5.2,.,1.41,1.23,0.278,3/23/2015,SR,,
30,2015,NE,SCAL,4,4,-98.130167250458,40.57577792326,3,Bt1,33,53,54.2,41.1,4.7,35.1,0.87,0.87,0,.,1.4964,2.19,0.097,5.8,6.2,.,1.44,1.18,0.321,3/23/2015,SR,,
30,2015,NE,SCAL,4,4,-98.130167250458,40.57577792326,4,Bt2,53,84,42.8,51.3,5.9,31,0.44,0.44,0,.,0.7568,1.27,0.054,7.3,7.6,.,1.54,1.26,0.247,3/23/2015,SR,Calcium deposits,
30,2015,NE,SCAL,4,4,-98.130167250458,40.57577792326,5,B,84,115,30.9,61.3,7.8,27.1,0.23,0.23,0,.,0.3956,0.95,0.038,7.4,7.8,.,1.39,1.34,0.25,3/23/2015,SR,"Sandy, Calcium Deposits",
31,2015,WI,Belmont,1,4,-90.322312258193,42.733359990746,1,A,0,26,18.1,76.6,5.3,16.9,1.64,1.64,0,.,2.8208,3.02,0.184,6.4,6.8,.,1.15,1.19,0.289,4/16/2015,DR,,
31,2015,WI,Belmont,1,4,-90.322312258193,42.733359990746,2,Bt1,26,48,24.4,71.5,4.1,18.2,0.33,0.33,0,.,0.5676,1.19,0.049,6.1,6.5,.,1.49,1.35,0.252,4/16/2015,DR,,
31,2015,WI,Belmont,1,4,-90.322312258193,42.733359990746,3,Bt2,48,71,30.3,66.3,3.4,21.8,0.25,0.25,0,.,0.43,1.2,0.039,4.4,4.8,.,1.36,1.32,0.271,4/16/2015,DR,,
31,2015,WI,Belmont,1,4,-90.322312258193,42.733359990746,4,Bt3,71,118,31.5,66,2.5,25.7,0.19,0.19,0,.,0.3268,1.02,0.025,4.4,4.8,.,1.52,1.32,0.266,4/16/2015,DR,,
31,2015,WI,Belmont,2,3,-90.322070421381,42.733699761472,1,Bt3,0,24,17.6,76.8,5.6,16.5,1.89,1.7,0.19,.,2.924,3.06,0.173,7,7.4,.,1.26,1.19,0.279,4/16/2015,SR,,
31,2015,WI,Belmont,2,3,-90.322070421381,42.733699761472,2,Bt1,24,62,24.5,72.3,3.2,17.2,0.48,0.33,0.15,.,0.5676,1.15,0.048,6.7,7,.,1.51,1.35,0.251,4/16/2015,SR,,
31,2015,WI,Belmont,2,3,-90.322070421381,42.733699761472,3,Bt2,62,81,29.4,67.6,3,21.9,0.21,0.21,0,.,0.3612,1,0.036,6.2,6.5,.,1.45,1.34,0.246,4/16/2015,SR,Weak structure,
31,2015,WI,Belmont,2,3,-90.322070421381,42.733699761472,4,Bt3,81,120,31,66.6,2.4,24.4,0.2,0.2,0,.,0.344,1.01,0.041,4.5,4.9,.,1.51,1.32,0.261,4/16/2015,SR,,
31,2015,WI,Belmont,3,2,-90.321852568386,42.733742399368,1,A,0,20,17.7,76.4,5.9,16.9,2.73,2.43,0.3,.,4.1796,4.04,0.231,7,7.4,.,1.19,1.09,0.306,4/16/2015,DR,,
31,2015,WI,Belmont,3,2,-90.321852568386,42.733742399368,2,Bt1,20,46,21.6,75.3,3.1,14.9,0.7,0.7,0,.,1.204,1.53,0.077,6.9,7.4,.,1.46,1.33,0.252,4/16/2015,DR,,
31,2015,WI,Belmont,3,2,-90.321852568386,42.733742399368,3,Bt2,46,71,26.5,71,2.5,18.8,0.34,0.34,0,.,0.5848,1.13,0.049,6.5,6.9,.,1.54,1.34,0.252,4/16/2015,DR,,
31,2015,WI,Belmont,3,2,-90.321852568386,42.733742399368,4,Bt3,71,120,23.6,73.8,2.6,18.3,0.21,0.21,0,.,0.3612,0.87,0.032,4.6,5,.,1.56,1.38,0.238,4/16/2015,DR,,
31,2015,WI,Belmont,4,1,-90.321625388351,42.733595831603,1,A,0,25,19.2,76.7,4.1,17.3,1.88,1.88,0,.,3.2336,3.36,0.192,6.7,7.1,.,1.23,1.15,0.274,4/16/2015,DR,,
31,2015,WI,Belmont,4,1,-90.321625388351,42.733595831603,2,Bt1,25,58,28.3,68.8,2.9,17,0.36,0.36,0,.,0.6192,1.2,0.056,6.3,6.7,.,1.47,1.32,0.248,4/16/2015,DR,,
31,2015,WI,Belmont,4,1,-90.321625388351,42.733595831603,3,Bt2,58,77,28.9,68.6,2.5,20.3,0.32,0.32,0,.,0.5504,1.16,0.038,4.6,5,.,1.47,1.32,0.242,4/16/2015,DR,,
31,2015,WI,Belmont,4,1,-90.321625388351,42.733595831603,4,Bt3,77,100,31,66.4,2.6,23.2,0.22,0.22,0,.,0.3784,1.03,0.034,4.4,4.7,.,1.56,1.32,0.243,4/16/2015,DR,,
32,2015,WI,Darlington,1,1,-90.179160203433,42.683380840183,1,A,0,19,29.2,67.7,3.1,21.9,2.27,2.27,0,.,3.9044,4.18,0.215,6,6.4,.,1.2,1.07,0.295,4/16/2015,DR,,
32,2015,WI,Darlington,1,1,-90.179160203433,42.683380840183,2,AB,19,30,33.2,64.4,2.4,22.4,1.28,1.28,0,.,2.2016,2.82,0.125,5.7,6.1,.,1.22,1.17,0.288,4/16/2015,DR,,
32,2015,WI,Darlington,1,1,-90.179160203433,42.683380840183,3,Bt1,30,64,34.9,62.8,2.3,23.7,0.58,0.58,0,.,0.9976,1.84,0.071,5.2,5.6,.,1.36,1.23,0.274,4/16/2015,DR,,
32,2015,WI,Darlington,1,1,-90.179160203433,42.683380840183,4,Bt2,64,95,63,33.2,3.8,40.9,0.63,0.48,0.15,.,0.8256,2.26,0.057,6.1,6.5,.,1.3,1.17,0.379,4/16/2015,DR,,
32,2015,WI,Darlington,1,1,-90.179160203433,42.683380840183,5,C,95,110,5.1,5.4,89.5,3.5,11.01,1.29,9.72,.,2.2188,0.35,0.052,7.5,8,.,.,1.53,0.143,4/16/2015,DR,Sandy,
32,2015,WI,Darlington,2,2,-90.179203386792,42.683596756981,1,A,0,24,28.5,68.8,2.7,23.2,2.48,2.48,0,.,4.2656,4.32,0.233,6.6,7,.,1.12,1.05,0.285,4/16/2015,DR,,
32,2015,WI,Darlington,2,2,-90.179203386792,42.683596756981,2,Bt1,24,40,34.4,63.7,1.9,23.1,1.33,1.33,0,.,2.2876,2.86,0.135,6.2,6.6,.,1.23,1.16,0.28,4/16/2015,DR,,
32,2015,WI,Darlington,2,2,-90.179203386792,42.683596756981,3,Bt2,40,76,37.9,58.9,3.2,26.8,0.69,0.61,0.08,.,1.0492,1.91,0.077,6.5,6.9,.,1.32,1.22,0.266,4/16/2015,DR,,
32,2015,WI,Darlington,2,2,-90.179203386792,42.683596756981,4,C,76,99,2.8,9,88.2,1.7,11.29,0.79,10.5,.,1.3588,0.29,0.035,7.9,8.3,.,1.75,1.53,0.114,4/16/2015,DR,"Sand, red",
32,2015,WI,Darlington,3,3,-90.179458888336,42.683793781058,1,A,0,23,29.6,67.8,2.6,21.5,2.13,2.13,0,.,3.6636,3.9,0.207,5.5,6,.,1.25,1.09,0.283,4/16/2015,DR,,
32,2015,WI,Darlington,3,3,-90.179458888336,42.683793781058,2,AB,23,36,33.4,65,1.6,23.6,1.1,1.1,0,.,1.892,2.59,0.122,5.3,5.8,.,1.26,1.18,0.286,4/16/2015,DR,,
32,2015,WI,Darlington,3,3,-90.179458888336,42.683793781058,3,Bt1,36,67,36.1,62.4,1.5,24.1,0.6,0.6,0,.,1.032,1.79,0.071,5.6,6,.,1.36,1.23,0.279,4/16/2015,DR,,
32,2015,WI,Darlington,3,3,-90.179458888336,42.683793781058,4,Bt2,67,97,32.9,63.6,3.5,23.2,0.47,0.3,0.17,.,0.516,1.27,0.043,6.2,6.6,.,1.38,1.29,0.264,4/16/2015,DR,,
32,2015,WI,Darlington,3,3,-90.179458888336,42.683793781058,5,C,97,110,24.5,10.3,65.2,15.4,6.54,0.32,6.22,.,0.5504,0.87,0.035,7.4,7.8,.,1.6,1.55,0.205,4/16/2015,DR,sand ,
32,2015,WI,Darlington,4,4,-90.179456189376,42.683988106176,1,A,0,21,28.2,69.5,2.3,19.6,2.06,2.06,0,.,3.5432,3.9,0.213,4.5,5.1,.,1.17,1.09,0.329,4/16/2015,DR,,
32,2015,WI,Darlington,4,4,-90.179456189376,42.683988106176,2,AB,21,29,31.9,66.2,1.9,19.6,1.35,1.35,0,.,2.322,2.95,0.143,4.7,5.4,.,1.41,1.16,0.271,4/16/2015,DR,,
32,2015,WI,Darlington,4,4,-90.179456189376,42.683988106176,3,Bt1,29,106,35.5,61.2,3.3,22.4,0.44,0.44,0,.,0.7568,1.61,0.052,5.2,5.7,.,1.37,1.27,0.275,4/16/2015,DR,,
32,2015,WI,Darlington,4,4,-90.179456189376,42.683988106176,4,Bt2,106,118,51.8,42.7,5.5,33,0.24,0.24,0,.,0.4128,1.69,0.041,5.5,5.8,.,1.26,1.21,0.341,4/16/2015,DR,,
33,2016,IA,Crawford,1,1,-91.486456189073,41.201230135113,1,Ap,0,19,26.6,70.8,2.6,26.64,2.12,2.12,0,.,3.6464,3.59,0.184,6.87,7.35,.,1.42,1.21,0.263,4/12/2016,NR,,Mapped as Mahaska
33,2016,IA,Crawford,1,1,-91.486456189073,41.201230135113,2,A,19,34,31.4,65.8,2.8,26.57,1.42,1.42,0,.,2.4424,2.71,0.125,6.39,6.97,.,1.33,1.26,0.3,4/12/2016,NR,,
33,2016,IA,Crawford,1,1,-91.486456189073,41.201230135113,3,AB,34,60,39.1,58.2,2.7,31.38,0.82,0.82,0,.,1.4104,2.11,0.075,6.31,6.81,.,1.37,1.27,0.298,4/12/2016,NR,,
33,2016,IA,Crawford,1,1,-91.486456189073,41.201230135113,4,Btg1,60,85,39.1,57.3,3.6,30.88,0.4,0.4,0,.,0.688,1.59,0.05,5.88,6.39,.,1.44,1.3,0.331,4/12/2016,NR,,
33,2016,IA,Crawford,1,1,-91.486456189073,41.201230135113,5,Btg2,85,117,35,63.6,1.4,28.87,0.19,0.19,0,.,0.3268,1,0.04,6.03,6.55,.,1.5,1.35,0.316,4/12/2016,NR,,
33,2016,IA,Crawford,2,2,-91.486608494208,41.200912686511,1,Ap,0,21,27,70.4,2.6,25.85,1.91,1.91,0,.,3.2852,3.45,0.177,6.55,6.94,.,1.43,1.22,0.274,4/12/2016,NR,,
33,2016,IA,Crawford,2,2,-91.486608494208,41.200912686511,2,A,21,44,32.4,64.9,2.7,27.55,1.43,1.43,0,.,2.4596,2.79,0.125,6.07,6.71,.,1.42,1.25,0.306,4/12/2016,NR,,
33,2016,IA,Crawford,2,2,-91.486608494208,41.200912686511,3,Bt,44,59,40,57.5,2.5,30.9,0.88,0.88,0,.,1.5136,2.11,0.084,5.66,6.36,.,1.46,1.26,0.331,4/12/2016,NR,,
33,2016,IA,Crawford,2,2,-91.486608494208,41.200912686511,4,Btg1,59,81,40.3,57.1,2.6,31.85,0.42,0.42,0,.,0.7224,1.55,0.061,5.62,6.12,.,1.44,1.29,0.32,4/12/2016,NR,,
33,2016,IA,Crawford,2,2,-91.486608494208,41.200912686511,5,Btg2,81,106,37.2,60.9,1.9,29.4,0.28,0.28,0,.,0.4816,1.13,0.038,5.95,6.33,.,1.48,1.33,0.313,4/12/2016,NR,,
33,2016,IA,Crawford,3,3,-91.48676228559,41.200648123365,1,Ap,0,19,28.3,68.8,2.9,26.71,2.19,2.19,0,.,3.7668,3.84,0.199,6.17,6.6,.,1.25,1.19,0.256,4/12/2016,NR,,
33,2016,IA,Crawford,3,3,-91.48676228559,41.200648123365,2,A,19,33,31.2,66.4,2.4,28.23,1.88,1.88,0,.,3.2336,3.47,0.183,5.65,6.2,.,1.39,1.21,0.286,4/12/2016,NR,,
33,2016,IA,Crawford,3,3,-91.48676228559,41.200648123365,3,ABt,33,52,34.7,62.7,2.6,27.53,1.35,1.35,0,.,2.322,2.7,0.123,5.53,6.15,.,1.4,1.25,0.299,4/12/2016,NR,,
33,2016,IA,Crawford,3,3,-91.48676228559,41.200648123365,4,Btg1,52,75,39.7,58.1,2.2,31.94,0.55,0.55,0,.,0.946,1.64,0.072,5.69,6.19,.,1.4,1.28,0.305,4/12/2016,NR,,
33,2016,IA,Crawford,3,3,-91.48676228559,41.200648123365,5,Btg2,75,113,37.7,60.8,1.5,29.46,0.27,0.27,0,.,0.4644,1.12,0.0444,5.99,6.51,.,1.51,1.32,0.304,4/12/2016,NR,,
33,2016,IA,Crawford,4,4,-91.486371811371,41.200405444763,1,Ap,0,20,29.1,68.2,2.7,27.11,1.87,1.87,0,.,3.2164,3.16,0.162,6.61,7.02,.,1.34,1.24,0.276,4/12/2016,NR,,
33,2016,IA,Crawford,4,4,-91.486371811371,41.200405444763,2,A,20,38,36.3,61,2.7,30.08,1.07,1.07,0,.,1.8404,2.15,0.107,6.04,6.56,.,1.4,1.28,0.286,4/12/2016,NR,,
33,2016,IA,Crawford,4,4,-91.486371811371,41.200405444763,3,AB,38,60,44.2,53.8,2,34.61,0.57,0.57,0,.,0.9804,1.68,0.072,5.64,6.22,.,1.42,1.26,0.324,4/12/2016,NR,,
33,2016,IA,Crawford,4,4,-91.486371811371,41.200405444763,4,Btg1,60,84,39.9,58.9,1.2,31.7,0.28,0.28,0,.,0.4816,1.07,0.043,5.82,6.28,.,1.52,1.31,0.308,4/12/2016,NR,,
33,2016,IA,Crawford,4,4,-91.486371811371,41.200405444763,5,Btg2,84,116,31.6,66.8,1.6,26.24,0.15,0.15,0,.,0.258,0.95,0.039,6.23,6.65,.,1.5,1.37,0.303,4/12/2016,NR,,
34,2016,IA,Story,1,1,-93.729826066217,42.011561285232,1,Ap,0,25,22.9,34.2,42.9,22.01,1.55,1.55,0,.,2.666,2.77,0.143,7.09,7.58,.,1.4,1.43,0.214,4/6/2016,SR,,Mapped as Nicollet
34,2016,IA,Story,1,1,-93.729826066217,42.011561285232,2,A,25,44,16.2,27.5,56.3,16.28,1.28,1.28,0,.,2.2016,2.33,0.142,6.98,7.56,.,1.48,1.48,0.209,4/6/2016,SR,,
34,2016,IA,Story,1,1,-93.729826066217,42.011561285232,3,AB,44,59,22.5,30.8,46.7,18.87,0.65,0.65,0,.,1.118,1.39,0.074,6.87,7.41,.,1.51,1.52,0.186,4/6/2016,SR,,
34,2016,IA,Story,1,1,-93.729826066217,42.011561285232,4,Bg,59,84,17.1,33.5,49.4,12.96,1.87,0.26,1.61,.,0.4472,0.68,0.038,7.62,7.99,.,1.61,1.58,0.161,4/6/2016,SR,Ca deposits,
34,2016,IA,Story,1,1,-93.729826066217,42.011561285232,5,BCg,84,120,16.7,33.7,49.6,10.64,1.93,0.11,1.82,.,0.1892,0.41,0.028,7.69,8.13,.,1.7,1.6,0.16,4/6/2016,SR,Ca deposits,
34,2016,IA,Story,2,2,-93.729739032219,42.01131577896,1,Ap,0,27,27.6,44.4,28,30.19,2.4,2.4,0,.,4.128,3.99,0.194,6.22,6.84,.,1.27,1.3,0.26,4/6/2016,SR,,
34,2016,IA,Story,2,2,-93.729739032219,42.01131577896,2,A,27,41,31.1,44,24.9,33.29,2.06,2.06,0,.,3.5432,3.43,0.161,5.66,6.32,.,1.41,1.32,0.272,4/6/2016,SR,,
34,2016,IA,Story,2,2,-93.729739032219,42.01131577896,3,A2,41,57,34.4,42.6,23,33.13,1.46,1.46,0,.,2.5112,2.55,0.117,5.73,6.31,.,1.48,1.35,0.263,4/6/2016,SR,,
34,2016,IA,Story,2,2,-93.729739032219,42.01131577896,4,AB,57,76,34.9,40.5,24.6,31.34,0.93,0.93,0,.,1.5996,1.81,0.082,6.05,6.53,.,1.52,1.39,0.259,4/6/2016,SR,,
34,2016,IA,Story,2,2,-93.729739032219,42.01131577896,5,Bg,76,97,26.1,29.9,44,21.57,0.3,0.3,0,.,0.516,0.84,0.039,6.41,6.98,.,1.62,1.54,0.211,4/6/2016,SR,,
34,2016,IA,Story,2,2,-93.729739032219,42.01131577896,6,BCg,97,120,22,27.6,50.4,17.59,0.18,0.18,0,.,0.3096,0.59,0.029,6.82,7.39,.,1.53,1.58,0.19,4/6/2016,SR,,
34,2016,IA,Story,3,3,-93.729668473748,42.010990606168,1,Ap,0,20,25.3,39.8,34.9,26.18,2.34,2.34,0,.,4.0248,3.97,0.194,5.55,6.05,.,1.43,1.32,0.225,4/6/2016,SR,,
34,2016,IA,Story,3,3,-93.729668473748,42.010990606168,2,A,20,36,26.7,36.2,37.1,26.43,1.58,1.58,0,.,2.7176,2.78,0.135,5.75,6.27,.,1.79,1.41,0.222,4/6/2016,SR,,
34,2016,IA,Story,3,3,-93.729668473748,42.010990606168,3,AB,36,54,27.2,32.8,40,23.2,0.82,0.82,0,.,1.4104,1.67,0.07,5.97,6.62,.,1.37,1.48,0.242,4/6/2016,SR,,
34,2016,IA,Story,3,3,-93.729668473748,42.010990606168,4,Bg,54,79,22.8,32.8,44.4,17.57,0.82,0.3,0.52,.,0.516,0.88,0.041,7.39,7.74,.,1.57,1.55,0.199,4/6/2016,SR,,
34,2016,IA,Story,3,3,-93.729668473748,42.010990606168,5,BCg,79,100,17.9,35.1,47,11.85,1.83,0.08,1.75,.,0.1376,0.41,0.023,7.7,8.07,.,1.5,1.59,0.229,4/6/2016,SR,,
34,2016,IA,Story,4,4,-93.729847050416,42.01067046528,1,Ap,0,20,26,31.7,42.3,21.55,1.08,1.08,0,.,1.8576,2.16,0.11,6.86,7.43,.,1.57,1.46,0.181,4/6/2016,SR,,
34,2016,IA,Story,4,4,-93.729847050416,42.01067046528,2,A,20,40,17.4,27.1,55.5,17.11,1.08,1.08,0,.,1.8576,1.94,0.102,6.86,7.34,.,1.62,1.5,0.198,4/6/2016,SR,,
34,2016,IA,Story,4,4,-93.729847050416,42.01067046528,3,AB,40,58,18.8,27.1,54.1,14.36,0.89,0.7,0.19,.,1.204,1.4,0.067,7.56,7.94,.,1.59,1.54,0.169,4/6/2016,SR,,
34,2016,IA,Story,4,4,-93.729847050416,42.01067046528,4,Bg,58,79,16.4,31.4,52.2,11.59,1.7,0.46,1.24,.,0.7912,0.91,0.05,7.65,7.98,.,1.68,1.57,0.15,4/6/2016,SR,,
34,2016,IA,Story,4,4,-93.729847050416,42.01067046528,5,BCg,79,112,15.5,33.8,50.7,8.75,2.2,0.11,2.09,.,0.1892,0.44,0.028,7.7,8.09,.,.,1.6,0.149,4/6/2016,SR,,
35,2016,IL,Shumway,1,1,-88.619811026367,39.169916698105,1,Ap,0,19,12.2,73.9,13.9,11.44,1.22,1.22,0,.,2.0984,2.25,0.13,6.05,6.78,.,1.37,1.4,0.254,3/29/2016,NR,,Mapped as Cisne
35,2016,IL,Shumway,1,1,-88.619811026367,39.169916698105,2,E,19,40,15.6,74.4,10,10.98,0.35,0.35,0,.,0.602,1,0.043,5.86,6.63,.,1.49,1.5,0.227,3/29/2016,NR,,
35,2016,IL,Shumway,1,1,-88.619811026367,39.169916698105,3,Bt1,40,57,40.9,56.8,2.3,27.39,0.46,0.46,0,.,0.7912,1.6,0.059,4.48,5.12,.,1.49,1.28,0.285,3/29/2016,NR,,
35,2016,IL,Shumway,1,1,-88.619811026367,39.169916698105,4,Bt2,57,71,39,53.7,7.3,27.59,0.36,0.36,0,.,0.6192,2.05,0.047,4.74,5.41,.,1.49,1.29,0.286,3/29/2016,NR,,
35,2016,IL,Shumway,1,1,-88.619811026367,39.169916698105,5,Bg,71,117,33.2,62,4.8,23.73,0.21,0.21,0,.,0.3612,1.35,0.031,6.05,6.62,.,1.58,1.35,0.242,3/29/2016,NR,Iron Oxides,
35,2016,IL,Shumway,2,2,-88.619959425578,39.169702597363,1,Ap,0,16,13,73.1,13.9,12.29,1.28,1.28,0,.,2.2016,2.4,0.134,6.03,6.8,.,1.26,1.38,0.259,3/29/2016,NR,,
